uuid,legacy_aliquot,sample_id,experimental_strategy,platform,library_id,paired_end,quality_scale,platform_unit_id,s3_path,read_length,insert_size,sequencing_coverage,sequencing_center
583f97ab-1241-4ee9-81b4-e37cc5f95509,NULL,7316-33-N,WGS,Illumina HiSeq,ARCGHmMAAKAABPEI_74,1,illumina15,FCD193NACXX_L4,s3://cbttc.seq.data/data_12_pairs/7316_33/121018_I1089_FCD193NACXX_L4_ARCGHmMAAKAABPEI_74/121018_I1089_FCD193NACXX_L4_ARCGHmMAAKAABPEI_74_1.fq.gz,100,500,60X,BGI@CHOP
1f69f1b2-c1a8-4ccb-87f7-29cb28858b80,NULL,7316-33-N,WGS,Illumina HiSeq,ARCGHmMAAKAABPEI_74,2,illumina15,FCD193NACXX_L4,s3://cbttc.seq.data/data_12_pairs/7316_33/121018_I1089_FCD193NACXX_L4_ARCGHmMAAKAABPEI_74/121018_I1089_FCD193NACXX_L4_ARCGHmMAAKAABPEI_74_2.fq.gz,100,500,60X,BGI@CHOP
b7319153-6f04-4de7-82a2-213a1e12a573,26335.26352,7316-33-T,WGS,Illumina HiSeq,ARCGHmMAADAAAPEI-34,1,illumina15,FCD1240ACXX_L8,s3://cbttc.seq.data/data_12_pairs/7316_33T/120920_I1074_FCD1240ACXX_L8_ARCGHmMAADAAAPEI-34/120920_I1074_FCD1240ACXX_L8_ARCGHmMAADAAAPEI-34_1.fq.gz,100,500,60X,BGI@CHOP
b6a19248-73d7-43d3-9a45-81946ba790ca,26335.26352,7316-33-T,WGS,Illumina HiSeq,ARCGHmMAADAAAPEI-34,2,illumina15,FCD1240ACXX_L8,s3://cbttc.seq.data/data_12_pairs/7316_33T/120920_I1074_FCD1240ACXX_L8_ARCGHmMAADAAAPEI-34/120920_I1074_FCD1240ACXX_L8_ARCGHmMAADAAAPEI-34_2.fq.gz,100,500,60X,BGI@CHOP
05e751f2-c7a8-44bf-a0ba-cdf4aa0ea0c4,26335.26352,7316-33-T,WGS,Illumina HiSeq,ARCGHmMAADAABPEI_36,1,illumina15,FCD0PNTACXX_L4,s3://cbttc.seq.data/data_12_pairs/7316_33T/120925_I1009_FCD0PNTACXX_L4_ARCGHmMAADAABPEI_36/120925_I1009_FCD0PNTACXX_L4_ARCGHmMAADAABPEI_36_1.fq.gz,100,500,60X,BGI@CHOP
ec936822-5317-4475-9bc1-2c00bc7a6869,26335.26352,7316-33-T,WGS,Illumina HiSeq,ARCGHmMAADAABPEI_36,2,illumina15,FCD0PNTACXX_L4,s3://cbttc.seq.data/data_12_pairs/7316_33T/120925_I1009_FCD0PNTACXX_L4_ARCGHmMAADAABPEI_36/120925_I1009_FCD0PNTACXX_L4_ARCGHmMAADAABPEI_36_2.fq.gz,100,500,60X,BGI@CHOP
2ddd02e6-b745-468d-9552-5d1d4c035194,26335.26352,7316-33-T,WGS,Illumina HiSeq,ARCGHmMAADAAAPEI_34,1,illumina15,FCD0PNTACXX_L8,s3://cbttc.seq.data/data_12_pairs/7316_33T/120925_I1009_FCD0PNTACXX_L8_ARCGHmMAADAAAPEI_34/120925_I1009_FCD0PNTACXX_L8_ARCGHmMAADAAAPEI_34_1.fq.gz,100,500,60X,BGI@CHOP
0473510c-f30e-41f2-999f-5a2fe4d3ff72,26335.26352,7316-33-T,WGS,Illumina HiSeq,ARCGHmMAADAAAPEI_34,2,illumina15,FCD0PNTACXX_L8,s3://cbttc.seq.data/data_12_pairs/7316_33T/120925_I1009_FCD0PNTACXX_L8_ARCGHmMAADAAAPEI_34/120925_I1009_FCD0PNTACXX_L8_ARCGHmMAADAAAPEI_34_2.fq.gz,100,500,60X,BGI@CHOP
84c68436-8e4a-4f0e-a5e5-8e73817266b8,26335.26352,7316-33-T,WGS,Illumina HiSeq,ARCGHmMAADAABPEI_36,1,illumina15,FCC0HGCACXX_L4,s3://cbttc.seq.data/data_12_pairs/7316_33T/120926_I1082_FCC0HGCACXX_L4_ARCGHmMAADAABPEI_36/120926_I1082_FCC0HGCACXX_L4_ARCGHmMAADAABPEI_36_1.fq.gz,100,500,60X,BGI@CHOP
ea1776fd-1a62-4952-a437-1ddbfaaeb22c,26335.26352,7316-33-T,WGS,Illumina HiSeq,ARCGHmMAADAABPEI_36,2,illumina15,FCC0HGCACXX_L4,s3://cbttc.seq.data/data_12_pairs/7316_33T/120926_I1082_FCC0HGCACXX_L4_ARCGHmMAADAABPEI_36/120926_I1082_FCC0HGCACXX_L4_ARCGHmMAADAABPEI_36_2.fq.gz,100,500,60X,BGI@CHOP
4e923df2-fb08-4945-99ea-31ff9c6c4d09,26335.26352,7316-33-T,WGS,Illumina HiSeq,ARCGHmMAADAAAPEI_34,1,illumina15,FCC0HGCACXX_L8,s3://cbttc.seq.data/data_12_pairs/7316_33T/120926_I1082_FCC0HGCACXX_L8_ARCGHmMAADAAAPEI_34/120926_I1082_FCC0HGCACXX_L8_ARCGHmMAADAAAPEI_34_1.fq.gz,100,500,60X,BGI@CHOP
19e03dcc-92e1-437b-93c4-e4303adb7363,26335.26352,7316-33-T,WGS,Illumina HiSeq,ARCGHmMAADAAAPEI_34,2,illumina15,FCC0HGCACXX_L8,s3://cbttc.seq.data/data_12_pairs/7316_33T/120926_I1082_FCC0HGCACXX_L8_ARCGHmMAADAAAPEI_34/120926_I1082_FCC0HGCACXX_L8_ARCGHmMAADAAAPEI_34_2.fq.gz,100,500,60X,BGI@CHOP
e12ea6ee-78f6-4c1f-9773-392fb0821cf1,26335.26352,7316-33-T,WGS,Illumina HiSeq,ARCGHmMAADAABPEI_36,1,illumina15,FCC0HHAACXX_L4,s3://cbttc.seq.data/data_12_pairs/7316_33T/121006_I1069_FCC0HHAACXX_L4_ARCGHmMAADAABPEI_36/121006_I1069_FCC0HHAACXX_L4_ARCGHmMAADAABPEI_36_1.fq.gz,100,500,60X,BGI@CHOP
d1651e8d-4426-4589-915a-4062363b6ec6,26335.26352,7316-33-T,WGS,Illumina HiSeq,ARCGHmMAADAABPEI_36,2,illumina15,FCC0HHAACXX_L4,s3://cbttc.seq.data/data_12_pairs/7316_33T/121006_I1069_FCC0HHAACXX_L4_ARCGHmMAADAABPEI_36/121006_I1069_FCC0HHAACXX_L4_ARCGHmMAADAABPEI_36_2.fq.gz,100,500,60X,BGI@CHOP
3314794d-f2f3-4970-99d5-d0eded0bfc4f,NULL,7316-35-N,WGS,Illumina HiSeq,ARCGHmMAAJAAAPEI_55,1,illumina15,FCD0R6NACXX_L1,s3://cbttc.seq.data/data_12_pairs/7316_35/121009_I1009_FCD0R6NACXX_L1_ARCGHmMAAJAAAPEI_55/121009_I1009_FCD0R6NACXX_L1_ARCGHmMAAJAAAPEI_55_1.fq.gz,100,500,60X,BGI@CHOP
56dd97f8-8e0f-4ae9-af12-983a0008b368,NULL,7316-35-N,WGS,Illumina HiSeq,ARCGHmMAAJAAAPEI_55,2,illumina15,FCD0R6NACXX_L1,s3://cbttc.seq.data/data_12_pairs/7316_35/121009_I1009_FCD0R6NACXX_L1_ARCGHmMAAJAAAPEI_55/121009_I1009_FCD0R6NACXX_L1_ARCGHmMAAJAAAPEI_55_2.fq.gz,100,500,60X,BGI@CHOP
d450919a-ae43-4bab-970e-4f57547b0a0b,NULL,7316-35-N,WGS,Illumina HiSeq,ARCGHmMAAJAABPEI_56,1,illumina15,FCD0R6NACXX_L2,s3://cbttc.seq.data/data_12_pairs/7316_35/121009_I1009_FCD0R6NACXX_L2_ARCGHmMAAJAABPEI_56/121009_I1009_FCD0R6NACXX_L2_ARCGHmMAAJAABPEI_56_1.fq.gz,100,500,60X,BGI@CHOP
ea654e87-e054-48e2-a969-fe8c6778e958,NULL,7316-35-N,WGS,Illumina HiSeq,ARCGHmMAAJAABPEI_56,2,illumina15,FCD0R6NACXX_L2,s3://cbttc.seq.data/data_12_pairs/7316_35/121009_I1009_FCD0R6NACXX_L2_ARCGHmMAAJAABPEI_56/121009_I1009_FCD0R6NACXX_L2_ARCGHmMAAJAABPEI_56_2.fq.gz,100,500,60X,BGI@CHOP
f8d02f57-f335-4a0d-be1a-059f198fbd0e,NULL,7316-35-N,WGS,Illumina HiSeq,ARCGHmMAAJAAAPEI_55,1,illumina15,FCC0H9BACXX_L1,s3://cbttc.seq.data/data_12_pairs/7316_35/121011_I1082_FCC0H9BACXX_L1_ARCGHmMAAJAAAPEI_55/121011_I1082_FCC0H9BACXX_L1_ARCGHmMAAJAAAPEI_55_1.fq.gz,100,500,60X,BGI@CHOP
c654423c-e31d-4dd0-bbdb-b951b1bd9b09,NULL,7316-35-N,WGS,Illumina HiSeq,ARCGHmMAAJAAAPEI_55,2,illumina15,FCC0H9BACXX_L1,s3://cbttc.seq.data/data_12_pairs/7316_35/121011_I1082_FCC0H9BACXX_L1_ARCGHmMAAJAAAPEI_55/121011_I1082_FCC0H9BACXX_L1_ARCGHmMAAJAAAPEI_55_2.fq.gz,100,500,60X,BGI@CHOP
30e6d680-f874-4f31-acee-a1940dc5b2b5,NULL,7316-35-N,WGS,Illumina HiSeq,ARCGHmMAAJAABPEI_56,1,illumina15,FCC0H9BACXX_L2,s3://cbttc.seq.data/data_12_pairs/7316_35/121011_I1082_FCC0H9BACXX_L2_ARCGHmMAAJAABPEI_56/121011_I1082_FCC0H9BACXX_L2_ARCGHmMAAJAABPEI_56_1.fq.gz,100,500,60X,BGI@CHOP
f39f17bc-94e7-430c-b598-47cfbef6ebe0,NULL,7316-35-N,WGS,Illumina HiSeq,ARCGHmMAAJAABPEI_56,2,illumina15,FCC0H9BACXX_L2,s3://cbttc.seq.data/data_12_pairs/7316_35/121011_I1082_FCC0H9BACXX_L2_ARCGHmMAAJAABPEI_56/121011_I1082_FCC0H9BACXX_L2_ARCGHmMAAJAABPEI_56_2.fq.gz,100,500,60X,BGI@CHOP
5c6d17ea-5372-4bdc-99c4-ddf4a406acce,NULL,7316-35-N,WGS,Illumina HiSeq,ARCGHmMAAJAAAPEI_55,1,illumina15,FCD193NACXX_L1,s3://cbttc.seq.data/data_12_pairs/7316_35/121018_I1089_FCD193NACXX_L1_ARCGHmMAAJAAAPEI_55/121018_I1089_FCD193NACXX_L1_ARCGHmMAAJAAAPEI_55_1.fq.gz,100,500,60X,BGI@CHOP
950469a1-bb28-4386-a8ff-fabfa9fd5f0f,NULL,7316-35-N,WGS,Illumina HiSeq,ARCGHmMAAJAAAPEI_55,2,illumina15,FCD193NACXX_L1,s3://cbttc.seq.data/data_12_pairs/7316_35/121018_I1089_FCD193NACXX_L1_ARCGHmMAAJAAAPEI_55/121018_I1089_FCD193NACXX_L1_ARCGHmMAAJAAAPEI_55_2.fq.gz,100,500,60X,BGI@CHOP
edaeccf5-7a63-49a1-af9d-eed89b696a9b,NULL,7316-35-N,WGS,Illumina HiSeq,ARCGHmMAAJAABPEI_56,1,illumina15,FCD193NACXX_L2,s3://cbttc.seq.data/data_12_pairs/7316_35/121018_I1089_FCD193NACXX_L2_ARCGHmMAAJAABPEI_56/121018_I1089_FCD193NACXX_L2_ARCGHmMAAJAABPEI_56_1.fq.gz,100,500,60X,BGI@CHOP
991b1772-332b-4e96-8972-9ae85119876f,NULL,7316-35-N,WGS,Illumina HiSeq,ARCGHmMAAJAABPEI_56,2,illumina15,FCD193NACXX_L2,s3://cbttc.seq.data/data_12_pairs/7316_35/121018_I1089_FCD193NACXX_L2_ARCGHmMAAJAABPEI_56/121018_I1089_FCD193NACXX_L2_ARCGHmMAAJAABPEI_56_2.fq.gz,100,500,60X,BGI@CHOP
71be119f-a4a0-41f6-8776-229ef4b2a16c,27190,7316-35-T,WGS,Illumina HiSeq,ARCGHmMAACAAAPEI-31,1,illumina15,FCD1240ACXX_L7,s3://cbttc.seq.data/data_12_pairs/7316_35T/120920_I1074_FCD1240ACXX_L7_ARCGHmMAACAAAPEI-31/120920_I1074_FCD1240ACXX_L7_ARCGHmMAACAAAPEI-31_1.fq.gz,100,500,60X,BGI@CHOP
a393a33e-b898-4b92-ad92-1f98215f7b75,27190,7316-35-T,WGS,Illumina HiSeq,ARCGHmMAACAAAPEI-31,2,illumina15,FCD1240ACXX_L7,s3://cbttc.seq.data/data_12_pairs/7316_35T/120920_I1074_FCD1240ACXX_L7_ARCGHmMAACAAAPEI-31/120920_I1074_FCD1240ACXX_L7_ARCGHmMAACAAAPEI-31_2.fq.gz,100,500,60X,BGI@CHOP
4f6ab61f-554c-4943-9ae5-8f10297f88b5,27190,7316-35-T,WGS,Illumina HiSeq,ARCGHmMAACAABPEI_33,1,illumina15,FCD0PNTACXX_L3,s3://cbttc.seq.data/data_12_pairs/7316_35T/120925_I1009_FCD0PNTACXX_L3_ARCGHmMAACAABPEI_33/120925_I1009_FCD0PNTACXX_L3_ARCGHmMAACAABPEI_33_1.fq.gz,100,500,60X,BGI@CHOP
7225f946-3fe4-4d3e-a8a2-fcd1ae4c9427,27190,7316-35-T,WGS,Illumina HiSeq,ARCGHmMAACAABPEI_33,2,illumina15,FCD0PNTACXX_L3,s3://cbttc.seq.data/data_12_pairs/7316_35T/120925_I1009_FCD0PNTACXX_L3_ARCGHmMAACAABPEI_33/120925_I1009_FCD0PNTACXX_L3_ARCGHmMAACAABPEI_33_2.fq.gz,100,500,60X,BGI@CHOP
266c4c35-2454-4581-858d-dcba7f99852f,27190,7316-35-T,WGS,Illumina HiSeq,ARCGHmMAACAAAPEI_31,1,illumina15,FCD0PNTACXX_L7,s3://cbttc.seq.data/data_12_pairs/7316_35T/120925_I1009_FCD0PNTACXX_L7_ARCGHmMAACAAAPEI_31/120925_I1009_FCD0PNTACXX_L7_ARCGHmMAACAAAPEI_31_1.fq.gz,100,500,60X,BGI@CHOP
d1370b43-20e8-4bea-a716-4a0bd848a0bc,27190,7316-35-T,WGS,Illumina HiSeq,ARCGHmMAACAAAPEI_31,2,illumina15,FCD0PNTACXX_L7,s3://cbttc.seq.data/data_12_pairs/7316_35T/120925_I1009_FCD0PNTACXX_L7_ARCGHmMAACAAAPEI_31/120925_I1009_FCD0PNTACXX_L7_ARCGHmMAACAAAPEI_31_2.fq.gz,100,500,60X,BGI@CHOP
4191949f-dc9a-4159-bddb-7481ccaccbce,27190,7316-35-T,WGS,Illumina HiSeq,ARCGHmMAACAABPEI_33,1,illumina15,FCC0HGCACXX_L3,s3://cbttc.seq.data/data_12_pairs/7316_35T/120926_I1082_FCC0HGCACXX_L3_ARCGHmMAACAABPEI_33/120926_I1082_FCC0HGCACXX_L3_ARCGHmMAACAABPEI_33_1.fq.gz,100,500,60X,BGI@CHOP
c7811c7f-583b-4848-8de2-1d88122bc428,27190,7316-35-T,WGS,Illumina HiSeq,ARCGHmMAACAABPEI_33,2,illumina15,FCC0HGCACXX_L3,s3://cbttc.seq.data/data_12_pairs/7316_35T/120926_I1082_FCC0HGCACXX_L3_ARCGHmMAACAABPEI_33/120926_I1082_FCC0HGCACXX_L3_ARCGHmMAACAABPEI_33_2.fq.gz,100,500,60X,BGI@CHOP
aaf812ab-0da1-4feb-b479-fd9b570a4fe3,27190,7316-35-T,WGS,Illumina HiSeq,ARCGHmMAACAAAPEI_31,1,illumina15,FCC0HGCACXX_L7,s3://cbttc.seq.data/data_12_pairs/7316_35T/120926_I1082_FCC0HGCACXX_L7_ARCGHmMAACAAAPEI_31/120926_I1082_FCC0HGCACXX_L7_ARCGHmMAACAAAPEI_31_1.fq.gz,100,500,60X,BGI@CHOP
6c32d51d-d0b4-4a60-a94f-b323a7b67ae2,27190,7316-35-T,WGS,Illumina HiSeq,ARCGHmMAACAAAPEI_31,2,illumina15,FCC0HGCACXX_L7,s3://cbttc.seq.data/data_12_pairs/7316_35T/120926_I1082_FCC0HGCACXX_L7_ARCGHmMAACAAAPEI_31/120926_I1082_FCC0HGCACXX_L7_ARCGHmMAACAAAPEI_31_2.fq.gz,100,500,60X,BGI@CHOP
87f691a5-43b7-4943-a34e-ee0254f46d54,27190,7316-35-T,WGS,Illumina HiSeq,ARCGHmMAACAABPEI_33,1,illumina15,FCC0HHAACXX_L3,s3://cbttc.seq.data/data_12_pairs/7316_35T/121006_I1069_FCC0HHAACXX_L3_ARCGHmMAACAABPEI_33/121006_I1069_FCC0HHAACXX_L3_ARCGHmMAACAABPEI_33_1.fq.gz,100,500,60X,BGI@CHOP
de57d781-e3c6-4de3-98f9-7066b0abee79,27190,7316-35-T,WGS,Illumina HiSeq,ARCGHmMAACAABPEI_33,2,illumina15,FCC0HHAACXX_L3,s3://cbttc.seq.data/data_12_pairs/7316_35T/121006_I1069_FCC0HHAACXX_L3_ARCGHmMAACAABPEI_33/121006_I1069_FCC0HHAACXX_L3_ARCGHmMAACAABPEI_33_2.fq.gz,100,500,60X,BGI@CHOP
92039335-4f99-4b6f-b6d1-6b3f8ebba330,NULL,7316-50-N,WGS,Illumina HiSeq,ARCGHmMAAGAAAPEI_31,1,illumina15,FCD0R0LACXX_L3,s3://cbttc.seq.data/data_12_pairs/7316_50/121009_I1009_FCD0R0LACXX_L3_ARCGHmMAAGAAAPEI_31/121009_I1009_FCD0R0LACXX_L3_ARCGHmMAAGAAAPEI_31_1.fq.gz,100,500,60X,BGI@CHOP
e7478de5-1cf3-4ab5-ad29-bd0eb04eba3a,NULL,7316-50-N,WGS,Illumina HiSeq,ARCGHmMAAGAAAPEI_31,2,illumina15,FCD0R0LACXX_L3,s3://cbttc.seq.data/data_12_pairs/7316_50/121009_I1009_FCD0R0LACXX_L3_ARCGHmMAAGAAAPEI_31/121009_I1009_FCD0R0LACXX_L3_ARCGHmMAAGAAAPEI_31_2.fq.gz,100,500,60X,BGI@CHOP
58599178-c978-43bc-9ef6-39e6ebe8edce,NULL,7316-50-N,WGS,Illumina HiSeq,ARCGHmMAAGAABPEI_33,1,illumina15,FCD0R0LACXX_L4,s3://cbttc.seq.data/data_12_pairs/7316_50/121009_I1009_FCD0R0LACXX_L4_ARCGHmMAAGAABPEI_33/121009_I1009_FCD0R0LACXX_L4_ARCGHmMAAGAABPEI_33_1.fq.gz,100,500,60X,BGI@CHOP
55ad8d7c-0218-447a-a754-f36842f58495,NULL,7316-50-N,WGS,Illumina HiSeq,ARCGHmMAAGAABPEI_33,2,illumina15,FCD0R0LACXX_L4,s3://cbttc.seq.data/data_12_pairs/7316_50/121009_I1009_FCD0R0LACXX_L4_ARCGHmMAAGAABPEI_33/121009_I1009_FCD0R0LACXX_L4_ARCGHmMAAGAABPEI_33_2.fq.gz,100,500,60X,BGI@CHOP
8521c8a2-a601-4bfa-978c-aba81b3283b4,NULL,7316-50-N,WGS,Illumina HiSeq,ARCGHmMAAGAAAPEI_31,1,illumina15,FCC194JACXX_L3,s3://cbttc.seq.data/data_12_pairs/7316_50/121011_I1082_FCC194JACXX_L3_ARCGHmMAAGAAAPEI_31/121011_I1082_FCC194JACXX_L3_ARCGHmMAAGAAAPEI_31_1.fq.gz,100,500,60X,BGI@CHOP
ec1cb287-bca8-4e10-a755-680c3491d0c0,NULL,7316-50-N,WGS,Illumina HiSeq,ARCGHmMAAGAAAPEI_31,2,illumina15,FCC194JACXX_L3,s3://cbttc.seq.data/data_12_pairs/7316_50/121011_I1082_FCC194JACXX_L3_ARCGHmMAAGAAAPEI_31/121011_I1082_FCC194JACXX_L3_ARCGHmMAAGAAAPEI_31_2.fq.gz,100,500,60X,BGI@CHOP
0d608eea-3859-4313-aafa-af24d0954396,NULL,7316-50-N,WGS,Illumina HiSeq,ARCGHmMAAGAABPEI_33,1,illumina15,FCC194JACXX_L4,s3://cbttc.seq.data/data_12_pairs/7316_50/121011_I1082_FCC194JACXX_L4_ARCGHmMAAGAABPEI_33/121011_I1082_FCC194JACXX_L4_ARCGHmMAAGAABPEI_33_1.fq.gz,100,500,60X,BGI@CHOP
74e4fa87-6055-43c3-9dd0-f81dc087709b,NULL,7316-50-N,WGS,Illumina HiSeq,ARCGHmMAAGAABPEI_33,2,illumina15,FCC194JACXX_L4,s3://cbttc.seq.data/data_12_pairs/7316_50/121011_I1082_FCC194JACXX_L4_ARCGHmMAAGAABPEI_33/121011_I1082_FCC194JACXX_L4_ARCGHmMAAGAABPEI_33_2.fq.gz,100,500,60X,BGI@CHOP
ab09d671-13bb-4e2d-8e05-ec7be8fa7c8b,NULL,7316-50-N,WGS,Illumina HiSeq,ARCGHmMAAGAAAPEI_31,1,illumina15,FCD18Y7ACXX_L3,s3://cbttc.seq.data/data_12_pairs/7316_50/121016_I1074_FCD18Y7ACXX_L3_ARCGHmMAAGAAAPEI_31/121016_I1074_FCD18Y7ACXX_L3_ARCGHmMAAGAAAPEI_31_1.fq.gz,100,500,60X,BGI@CHOP
028c4751-a6a7-4050-a490-8f23651a22cd,NULL,7316-50-N,WGS,Illumina HiSeq,ARCGHmMAAGAAAPEI_31,2,illumina15,FCD18Y7ACXX_L3,s3://cbttc.seq.data/data_12_pairs/7316_50/121016_I1074_FCD18Y7ACXX_L3_ARCGHmMAAGAAAPEI_31/121016_I1074_FCD18Y7ACXX_L3_ARCGHmMAAGAAAPEI_31_2.fq.gz,100,500,60X,BGI@CHOP
79684f4a-c104-45df-81f3-48fd67652852,NULL,7316-50-N,WGS,Illumina HiSeq,ARCGHmMAAGAABPEI_33,1,illumina15,FCD18Y7ACXX_L4,s3://cbttc.seq.data/data_12_pairs/7316_50/121016_I1074_FCD18Y7ACXX_L4_ARCGHmMAAGAABPEI_33/121016_I1074_FCD18Y7ACXX_L4_ARCGHmMAAGAABPEI_33_1.fq.gz,100,500,60X,BGI@CHOP
1a325274-3f09-4a7c-99a6-62613ae4588e,NULL,7316-50-N,WGS,Illumina HiSeq,ARCGHmMAAGAABPEI_33,2,illumina15,FCD18Y7ACXX_L4,s3://cbttc.seq.data/data_12_pairs/7316_50/121016_I1074_FCD18Y7ACXX_L4_ARCGHmMAAGAABPEI_33/121016_I1074_FCD18Y7ACXX_L4_ARCGHmMAAGAABPEI_33_2.fq.gz,100,500,60X,BGI@CHOP
fdedf6cd-9769-455f-9233-16b5972d6f29,NULL,7316-84-N,WGS,Illumina HiSeq,ARCGHmMAAIAAAPEI_37,1,illumina15,FCD0R0LACXX_L7,s3://cbttc.seq.data/data_12_pairs/7316_84/121009_I1009_FCD0R0LACXX_L7_ARCGHmMAAIAAAPEI_37/121009_I1009_FCD0R0LACXX_L7_ARCGHmMAAIAAAPEI_37_1.fq.gz,100,500,60X,BGI@CHOP
64124081-abd5-4235-8e79-ed4ee3392a3d,NULL,7316-84-N,WGS,Illumina HiSeq,ARCGHmMAAIAAAPEI_37,2,illumina15,FCD0R0LACXX_L7,s3://cbttc.seq.data/data_12_pairs/7316_84/121009_I1009_FCD0R0LACXX_L7_ARCGHmMAAIAAAPEI_37/121009_I1009_FCD0R0LACXX_L7_ARCGHmMAAIAAAPEI_37_2.fq.gz,100,500,60X,BGI@CHOP
61203ae7-6f63-43de-8fb4-0532e368ba14,NULL,7316-84-N,WGS,Illumina HiSeq,ARCGHmMAAIAABPEI_41,1,illumina15,FCD0R0LACXX_L8,s3://cbttc.seq.data/data_12_pairs/7316_84/121009_I1009_FCD0R0LACXX_L8_ARCGHmMAAIAABPEI_41/121009_I1009_FCD0R0LACXX_L8_ARCGHmMAAIAABPEI_41_1.fq.gz,100,500,60X,BGI@CHOP
0c4747ff-187c-4d39-b0af-8dff822554a4,NULL,7316-84-N,WGS,Illumina HiSeq,ARCGHmMAAIAABPEI_41,2,illumina15,FCD0R0LACXX_L8,s3://cbttc.seq.data/data_12_pairs/7316_84/121009_I1009_FCD0R0LACXX_L8_ARCGHmMAAIAABPEI_41/121009_I1009_FCD0R0LACXX_L8_ARCGHmMAAIAABPEI_41_2.fq.gz,100,500,60X,BGI@CHOP
4988c524-961a-40a1-a816-ae3f391522e0,NULL,7316-84-N,WGS,Illumina HiSeq,ARCGHmMAAIAAAPEI_37,1,illumina15,FCC194JACXX_L7,s3://cbttc.seq.data/data_12_pairs/7316_84/121011_I1082_FCC194JACXX_L7_ARCGHmMAAIAAAPEI_37/121011_I1082_FCC194JACXX_L7_ARCGHmMAAIAAAPEI_37_1.fq.gz,100,500,60X,BGI@CHOP
